"id_order","sku"
307137,"BEL0204"
307137,"BEL0209"
307143,"SAT0004"
307143,"APP1208"
307162,"PAC0954"
307162,"APP0656"
307174,"KEU0003"
307174,"MUV0166"
307179,"XDO0036"
307182,"APP0692"
307179,"ZAG0015"
307204,"APP0695"
307204,"APP0693"
307182,"APP0691"
307237,"WDT0232"
307238,"APP0692"
307238,"APP0921"
307253,"PAC0483"
307255,"SAT0027"
307257,"APP1209"
307255,"HGD0006"
307257,"IFX0015"
307255,"SAT0004"
307256,"JBL0098"
307264,"BEL0266"
307264,"BEL0280"
307253,"APP0017"
306371,"FCM0020-2"
306371,"APP1459"
307338,"MOS0132"
307345,"THU0007"
307345,"THU0017"
307338,"MOS0141"
307376,"APP0659"
307376,"APP1184"
307377,"APP0696"
307377,"PAC1551"
307378,"IFX0087"
307367,"SYN0140"
307378,"IFX0040"
307367,"WDT0177"
307392,"APP0696"
307392,"NTE0056"
307394,"APP0692"
307394,"APP0979"
307378,"IFX0028"
307403,"OWC0001"
307406,"LAC0149"
307406,"LAC0179"
307427,"APP1622"
307427,"APP1495"
307403,"APP0697"
307440,"OWC0153-4"
307445,"CRU0015-2"
307445,"OWC0007"
307440,"OWC0054-2"
306692,"NTE0076"
307457,"BEL0283"
307457,"GRT0440"
307469,"BEL0170"
307469,"JAW0042"
307504,"KIN0125-2"
302614,"PLA0014"
307525,"SAN0093"
307525,"KIN0084"
307537,"APP1101"
307531,"NTE0092"
307540,"APP0393"
307540,"KAN0007"
307531,"DLK0006"
307537,"APP0692"
307492,"MOS0145"
307552,"APP1499"
307492,"PAC1393"
307492,"BEL0199"
307561,"APP1650"
307561,"APP1317"
307492,"PAC1392"
307492,"BEL0186"
307579,"TPL0032"
307579,"APP0691"
307579,"APP0921"
307582,"LOG0078"
307582,"JBL0116"
307552,"APP1215"
307552,"APP1622"
307540,"RAI0009"
307540,"APP0696"
307616,"WAC0168"
307616,"WAC0034"
307605,"OWC0140"
307641,"SYN0141"
307641,"SEA0099"
307605,"PAC0617"
307671,"FCM0020"
307671,"LEX0014"
307676,"SAT0033"
307678,"APP0393"
307690,"OWC0177"
307690,"SEV0016"
307678,"LEX0033"
307706,"FCM0004"
307706,"FCM0012"
307706,"NTE0011"
307710,"APP0692"
307710,"BEL0208"
307605,"SEA0083"
305396,"OTT0155"
307739,"OTT0138"
307739,"OTT0157"
307739,"OTT0115"
307739,"APP1204"
307739,"BEA0055"
307552,"APP1521"
307552,"APP1564"
307788,"WDT0134"
307788,"QNA0172"
307797,"TUC0089"
307797,"LOG0197"
307797,"APP0921"
307072,"BEZ0188"
306513,"APP0921"
306513,"APP0979"
306513,"APP0691"
305816,"APP0692"
305816,"APP0921"
307835,"PAC1232"
307836,"SEA0038"
307841,"HAR0012"
307841,"HTE0001"
307846,"APP1184"
307846,"APP0659"
307836,"SAT0035"
306692,"OTT0136"
307868,"OWC0154"
307874,"CRU0015-A"
306557,"TOS0012"
307895,"APP0692"
307874,"KIN0156-A"
307895,"APP0921"
307868,"OWC0187"
307900,"SAM0067"
